?	hoàng tử	hoàng tử	N	root	['hoàng tử', 'ROOT']	[1, 0]
?	có	có	ADV	advmod	['có', 'ăn']	[8, 9]
?	ăn	ăn	VERB	conj	['ăn', 'ăn']	[12, 9]
?	hay	hay	CONJ	cc	['hay', 'ăn']	[10, 12]
?	không	không	ADV	advmod:neg	['không', 'ăn']	[11, 12]
?	hoa	hoa	N	obj	['hoa', 'ăn']	[14, 9]
?	đoá	đoá	N	det:clf	['đoá', 'hoa']	[13, 14]

?	hiểu	hiểu	VERB	root	['hiểu', 'ROOT']	[7, 0]
?	và	và	CONJ	cc	['và', 'hiểu']	[1, 7]
?	người lớn	người lớn	N	nsubj	['người lớn', 'hiểu']	[4, 7]
?	một	một	NUM	nummod	['một', 'người lớn']	[3, 4]
?	không	không	ADV	advmod:neg	['không', 'một']	[2, 3]
?	nào	nào	PROPN	det:pmod	['nào', 'người lớn']	[5, 4]
?	lại	lại	ADV	advmod	['lại', 'hiểu']	[6, 7]
?	được	được	ADV	advmod	['được', 'hiểu']	[8, 7]
?	quan trọng	quan trọng	ADJ	ccomp	['quan trọng', 'hiểu']	[11, 7]
?	chuyện	chuyện	N	nsubj	['chuyện', 'quan trọng']	[9, 11]
?	ấy	ấy	PROPN	det:pmod	['ấy', 'chuyện']	[10, 9]
?	nhường	nhường	N	obl	['nhường', 'quan trọng']	[13, 11]
?	đến	đến	PRT	case	['đến', 'nhường']	[12, 13]
?	nào	nào	PROPN	compound	['nào', 'nhường']	[14, 13]

?	nhìn	nhìn	VERB	root	['nhìn', 'ROOT']	[2, 0]
?	hãy	hãy	ADV	advmod	['hãy', 'nhìn']	[1, 2]
?	lên	lên	VERB	compound:dir	['lên', 'nhìn']	[3, 2]
?	trời	trời	N	obj	['trời', 'nhìn']	[4, 2]

?	bí ẩn	bí ẩn	ADJ	root	['bí ẩn', 'ROOT']	[4, 0]
?	đó	đó	N	nsubj	['đó', 'bí ẩn']	[1, 4]
?	là	là	AUX	cop	['là', 'bí ẩn']	[2, 4]
?	một	một	NUM	nummod	['một', 'bí ẩn']	[3, 4]
?	lớn lao	lớn lao	ADJ	amod	['lớn lao', 'bí ẩn']	[5, 4]

?	vui sướng	vui sướng	ADJ	root	['vui sướng', 'ROOT']	[3, 0]
?	thế là	thế là	SCONJ	cc	['thế là', 'vui sướng']	[1, 3]
?	tôi	tôi	PROPN	nsubj	['tôi', 'vui sướng']	[2, 3]

?	mỉm	mỉm	VERB	root	['mỉm', 'ROOT']	[6, 0]
?	và	và	CONJ	cc	['và', 'mỉm']	[1, 6]
?	sao	sao	N	nsubj	['sao', 'mỉm']	[5, 6]
?	tất cả	tất cả	DET	det	['tất cả', 'sao']	[2, 5]
?	các	các	DET	det	['các', 'sao']	[3, 5]
?	ngôi	ngôi	N	clf	['ngôi', 'các']	[4, 3]
?	cười	cười	VERB	compound:svc	['cười', 'mỉm']	[7, 6]
?	dịu dàng	dịu dàng	ADJ	advmod:adj	['dịu dàng', 'cười']	[8, 7]

?	biến	biến	VERB	root	['biến', 'ROOT']	[7, 0]
?	thế là	thế là	SCONJ	mark	['thế là', 'biến']	[1, 7]
?	chuông	chuông	N	nsubj	['chuông', 'biến']	[4, 7]
?	những	những	DET	det	['những', 'chuông']	[2, 4]
?	cái	cái	N	clf	['cái', 'những']	[3, 2]
?	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'chuông']	[5, 4]
?	đều	đều	ADV	advmod	['đều', 'biến']	[6, 7]
?	thành	thành	VERB	compound:svc	['thành', 'biến']	[8, 7]
?	nước mắt	nước mắt	N	obj	['nước mắt', 'thành']	[9, 8]

?	ăn	ăn	VERB	root	['ăn', 'ROOT']	[5, 0]
?	Có lẽ	có lẽ	ADV	advmod	['có lẽ', 'ăn']	[1, 5]
?	cừu	cừu	N	nsubj	['cừu', 'ăn']	[3, 5]
?	con	con	N	det:clf	['con', 'cừu']	[2, 3]
?	đã	đã	ADV	advmod	['đã', 'ăn']	[4, 5]
?	mất	mất	VERB	compound:svc	['mất', 'ăn']	[6, 5]
?	hoa	hoa	N	obj	['hoa', 'ăn']	[8, 5]
?	đoá	đoá	N	det:clf	['đoá', 'hoa']	[7, 8]
?	chăng	chăng	ADV	advmod	['chăng', 'ăn']	[9, 5]

?	sách	sách	N	root	['sách', 'ROOT']	[8, 0]
?	song	song	SCONJ	mark	['song', 'sách']	[1, 8]
?	trên hết	trên hết	N	obl	['trên hết', 'sách']	[2, 8]
?	đây	đây	PROPN	nsubj	['đây', 'sách']	[4, 8]
?	là	là	AUX	cop	['là', 'sách']	[5, 8]
?	một	một	NUM	nummod	['một', 'sách']	[6, 8]
?	cuốn	cuốn	N	clf	['cuốn', 'một']	[7, 6]
?	ca ngợi	ca ngợi	VERB	acl:subj	['ca ngợi', 'sách']	[9, 8]
?	tình yêu	tình yêu	N	obj	['tình yêu', 'ca ngợi']	[10, 9]
?	cái	cái	N	conj	['cái', 'tình yêu']	[12, 10]
?	và	và	CONJ	cc	['và', 'cái']	[11, 12]
?	đẹp	đẹp	ADJ	compound:amod	['đẹp', 'cái']	[13, 12]
?	hy vọng	hy vọng	N	conj	['hy vọng', 'tình yêu']	[16, 10]
?	niềm	niềm	N	det:clf	['niềm', 'hy vọng']	[15, 16]
?	lớn	lớn	ADJ	amod	['lớn', 'hy vọng']	[17, 16]
?	con người	con người	N	nmod:poss	['con người', 'hy vọng']	[19, 16]
?	của	của	ADV	case	['của', 'con người']	[18, 19]

?	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	[2, 0]
?	nó	nó	PROPN	nsubj	['nó', 'vẽ']	[1, 2]
?	trăn	trăn	N	obj	['trăn', 'vẽ']	[5, 2]
?	một	một	NUM	nummod	['một', 'trăn']	[3, 5]
?	con	con	N	clf	['con', 'một']	[4, 3]
?	nuốt	nuốt	VERB	acl:subj	['nuốt', 'trăn']	[7, 5]
?	đang	đang	ADV	advmod	['đang', 'nuốt']	[6, 7]
?	thú	thú	N	obj	['thú', 'nuốt']	[10, 7]
?	một	một	NUM	nummod	['một', 'thú']	[8, 10]
?	con	con	N	clf	['con', 'một']	[9, 8]

?	nhúc nhích	nhúc nhích	VERB	root	['nhúc nhích', 'ROOT']	[5, 0]
?	sau	sau	N	obl:tmod	['sau', 'nhúc nhích']	[1, 5]
?	đó	đó	PROPN	det:pmod	['đó', 'sau']	[2, 1]
?	nó	nó	PROPN	nsubj	['nó', 'nhúc nhích']	[3, 5]
?	không thể	không thể	ADV	advmod:neg	['không thể', 'nhúc nhích']	[4, 5]
?	được	được	ADV	advmod	['được', 'nhúc nhích']	[6, 5]
?	nữa	nữa	ADV	advmod	['nữa', 'nhúc nhích']	[7, 5]
?	nằm	nằm	VERB	conj	['nằm', 'nhúc nhích']	[10, 5]
?	và	và	CONJ	cc	['và', 'nằm']	[8, 10]
?	nó	nó	PROPN	nsubj	['nó', 'nằm']	[9, 10]
?	ngủ	ngủ	VERB	xcomp	['ngủ', 'nằm']	[11, 10]
?	tháng	tháng	N	obl:tmod	['tháng', 'ngủ']	[13, 11]
?	sáu	sáu	NUM	nummod	['sáu', 'tháng']	[12, 13]
?	liền	liền	ADJ	amod	['liền', 'tháng']	[14, 13]
?	khi	khi	N	obl:tmod	['khi', 'nằm']	[16, 10]
?	trong	trong	ADV	case	['trong', 'khi']	[15, 16]
?	chờ	chờ	VERB	acl:subj	['chờ', 'khi']	[17, 16]
?	tiêu hoá	tiêu hoá	VERB	xcomp	['tiêu hoá', 'chờ']	[18, 17]

?	truyện	truyện	N	root	['truyện', 'ROOT']	[4, 0]
?	đây	đây	PROPN	nsubj	['đây', 'truyện']	[1, 4]
?	là	là	AUX	cop	['là', 'truyện']	[2, 4]
?	cuốn	cuốn	N	det:clf	['cuốn', 'truyện']	[3, 4]
?	cho	cho	VERB	ccomp	['cho', 'truyện']	[8, 4]
?	mà	mà	SCONJ	mark	['mà', 'cho']	[5, 8]
?	người	người	N	nsubj	['người', 'cho']	[7, 8]
?	nhiều	nhiều	ADJ	amod	['nhiều', 'người']	[6, 7]
?	viết	viết	VERB	ccomp	['viết', 'cho']	[15, 8]
?	rằng	rằng	SCONJ	mark	['rằng', 'viết']	[9, 15]
?	thơ mộng	thơ mộng	ADJ	obl:comp	['thơ mộng', 'viết']	[10, 15]
?	nhất	nhất	ADV	advmod	['nhất', 'thơ mộng']	[11, 10]
?	đã	đã	ADV	advmod	['đã', 'viết']	[12, 15]
?	được	được	AUX	aux:pass	['được', 'viết']	[14, 15]
?	từng	từng	ADV	advmod	['từng', 'được']	[13, 14]
?	truyện	truyện	N	advmod	['truyện', 'viết']	[22, 15]
?	hẳn	hẳn	ADJ	advmod:adj	['hẳn', 'truyện']	[18, 22]
?	không	không	ADV	advmod:neg	['không', 'hẳn']	[17, 18]
?	chỉ	chỉ	ADV	advmod	['chỉ', 'truyện']	[19, 22]
?	là	là	AUX	cop	['là', 'truyện']	[20, 22]
?	cuốn	cuốn	N	det:clf	['cuốn', 'truyện']	[21, 22]
?	viết	viết	VERB	acl:subj	['viết', 'truyện']	[23, 22]
?	trẻ em	trẻ em	N	obl:comp	['trẻ em', 'viết']	[25, 23]
?	cho	cho	ADV	case	['cho', 'trẻ em']	[24, 25]

?	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	[2, 0]
?	nó	nó	PROPN	nsubj	['nó', 'vẽ']	[1, 2]
?	nằm	nằm	VERB	ccomp	['nằm', 'vẽ']	[7, 2]
?	trăn	trăn	N	nsubj	['trăn', 'nằm']	[5, 7]
?	một	một	NUM	nummod	['một', 'trăn']	[3, 5]
?	con	con	N	clf	['con', 'một']	[4, 3]
?	đang	đang	ADV	advmod	['đang', 'nằm']	[6, 7]
?	chờ	chờ	VERB	xcomp	['chờ', 'nằm']	[8, 7]
?	tiêu hoá	tiêu hoá	VERB	xcomp	['tiêu hoá', 'chờ']	[9, 8]
?	voi	voi	N	obj	['voi', 'tiêu hoá']	[12, 9]
?	một	một	NUM	nummod	['một', 'voi']	[10, 12]
?	con	con	N	clf	['con', 'một']	[11, 10]

?	đem	đem	VERB	root	['đem', 'ROOT']	[2, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'đem']	[1, 2]
?	khoe	khoe	VERB	xcomp	['khoe', 'đem']	[3, 2]
?	kiệt tác	kiệt tác	N	obj	['kiệt tác', 'khoe']	[4, 3]
?	mình	mình	PROPN	nmod:poss	['mình', 'kiệt tác']	[6, 4]
?	của	của	ADV	case	['của', 'mình']	[5, 6]
?	người lớn	người lớn	N	obl:with	['người lớn', 'khoe']	[9, 3]
?	với	với	SCONJ	case	['với', 'người lớn']	[7, 9]
?	những	những	DET	det	['những', 'người lớn']	[8, 9]
?	hỏi	hỏi	VERB	conj	['hỏi', 'đem']	[11, 2]
?	và	và	CONJ	cc	['và', 'hỏi']	[10, 11]
?	họ	họ	PROPN	obj	['họ', 'hỏi']	[12, 11]
?	làm	làm	VERB	parataxis	['làm', 'hỏi']	[16, 11]
?	rằng	rằng	SCONJ	mark	['rằng', 'làm']	[13, 16]
?	nó	nó	PROPN	nsubj	['nó', 'làm']	[14, 16]
?	có	có	ADV	advmod	['có', 'làm']	[15, 16]
?	họ	họ	PROPN	obj	['họ', 'làm']	[17, 16]
?	kinh hãi	kinh hãi	VERB	xcomp	['kinh hãi', 'làm']	[18, 16]
?	không	không	ADV	advmod	['không', 'làm']	[19, 16]

?	sợ	sợ	VERB	root	['sợ', 'ROOT']	[4, 0]
?	sao	sao	PROPN	det:pmod	['sao', 'sợ']	[1, 4]
?	lại	lại	ADV	advmod	['lại', 'sợ']	[2, 4]
?	phải	phải	AUX	aux	['phải', 'sợ']	[3, 4]
?	mũ	mũ	N	obj	['mũ', 'sợ']	[7, 4]
?	một	một	NUM	nummod	['một', 'mũ']	[5, 7]
?	cái	cái	N	clf	['cái', 'một']	[6, 5]
?	chứ	chứ	PRT	discourse	['chứ', 'sợ']	[8, 4]

?	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	[4, 0]
?	thế là	thế là	SCONJ	cc	['thế là', 'vẽ']	[1, 4]
?	tôi	tôi	PROPN	nsubj	['tôi', 'vẽ']	[2, 4]
?	phải	phải	AUX	aux	['phải', 'vẽ']	[3, 4]
?	trong	trong	N	obl:comp	['trong', 'vẽ']	[6, 4]
?	phía	phía	ADV	case	['phía', 'trong']	[5, 6]
?	trăn	trăn	N	nmod:poss	['trăn', 'trong']	[9, 6]
?	của	của	ADV	case	['của', 'trăn']	[7, 9]
?	con	con	N	det:clf	['con', 'trăn']	[8, 9]
?	hiểu	hiểu	VERB	advcl:objective	['hiểu', 'vẽ']	[15, 4]
?	để	để	ADV	mark:pcomp	['để', 'hiểu']	[11, 15]
?	cho	cho	SCONJ	compound	['cho', 'để']	[12, 11]
?	người lớn	người lớn	N	nsubj	['người lớn', 'hiểu']	[13, 15]
?	có thể	có thể	ADV	aux	['có thể', 'hiểu']	[14, 15]

?	có	có	VERB	root	['có', 'ROOT']	[7, 0]
?	người lớn	người lớn	N	nsubj	['người lớn', 'có']	[1, 7]
?	lúc	lúc	N	obl:tmod	['lúc', 'có']	[2, 7]
?	nào	nào	PROPN	det:pmod	['nào', 'lúc']	[3, 2]
?	cần	cần	AUX	aux	['cần', 'có']	[5, 7]
?	cũng	cũng	ADV	advmod	['cũng', 'cần']	[4, 5]
?	phải	phải	AUX	aux	['phải', 'có']	[6, 7]
?	giải thích	giải thích	VERB	xcomp	['giải thích', 'có']	[8, 7]

?	phác thảo	phác thảo	N	root	['phác thảo', 'ROOT']	[2, 0]
?	bức	bức	N	det:clf	['bức', 'phác thảo']	[1, 2]
?	thứ	thứ	N	nmod	['thứ', 'phác thảo']	[3, 2]
?	hai	hai	NUM	nummod	['hai', 'thứ']	[4, 3]
?	tôi	tôi	PROPN	nmod:poss	['tôi', 'phác thảo']	[6, 2]
?	của	của	ADV	case	['của', 'tôi']	[5, 6]
?	nó	nó	PROPN	expl	['nó', 'phác thảo']	[7, 2]
?	thế	thế	PROPN	obl	['thế', 'phác thảo']	[9, 2]
?	như	như	SCONJ	case	['như', 'thế']	[8, 9]
?	này	này	PROPN	det:pmod	['này', 'thế']	[10, 9]

?	thất vọng	thất vọng	VERB	root	['thất vọng', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'thất vọng']	[1, 3]
?	bị	bị	AUX	aux:pass	['bị', 'thất vọng']	[2, 3]
?	sự	sự	N	obl	['sự', 'thất vọng']	[5, 3]
?	vì	vì	ADV	case	['vì', 'sự']	[4, 5]
?	thất bại	thất bại	VERB	acl:tonp	['thất bại', 'sự']	[6, 5]
?	bản thảo	bản thảo	N	nmod:poss	['bản thảo', 'thất bại']	[8, 6]
?	của	của	ADV	case	['của', 'bản thảo']	[7, 8]
?	số	số	N	nmod	['số', 'bản thảo']	[9, 8]
?	một	một	NUM	nummod	['một', 'số']	[10, 9]
?	số	số	N	conj	['số', 'bản thảo']	[12, 8]
?	và	và	CONJ	cc	['và', 'số']	[11, 12]
?	hai	hai	NUM	nummod	['hai', 'số']	[13, 12]

?	trả lời	trả lời	VERB	root	['trả lời', 'ROOT']	[5, 0]
?	nhưng	nhưng	SCONJ	mark	['nhưng', 'trả lời']	[1, 5]
?	luôn luôn	luôn luôn	ADV	advmod	['luôn luôn', 'trả lời']	[2, 5]
?	ông	ông	N	nsubj	['ông', 'trả lời']	[3, 5]
?	ta	ta	PROPN	compound:pron	['ta', 'ông']	[4, 3]
?	mũ	mũ	N	parataxis	['mũ', 'trả lời']	[12, 5]
?	đấy	đấy	PROPN	nsubj	['đấy', 'mũ']	[8, 12]
?	là	là	AUX	cop	['là', 'mũ']	[9, 12]
?	một	một	NUM	det	['một', 'mũ']	[10, 12]
?	cái	cái	N	clf	['cái', 'một']	[11, 10]

?	nhìn	nhìn	VERB	root	['nhìn', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'nhìn']	[1, 3]
?	đã	đã	ADV	advmod	['đã', 'nhìn']	[2, 3]
?	thấy	thấy	VERB	compound:svc	['thấy', 'nhìn']	[4, 3]
?	gần	gần	ADJ	ccomp	['gần', 'nhìn']	[8, 3]
?	họ	họ	PROPN	nsubj	['họ', 'gần']	[5, 8]
?	rất	rất	ADV	advmod	['rất', 'gần']	[6, 8]
?	là	là	PRT	discourse	['là', 'rất']	[7, 6]

?	sống	sống	VERB	root	['sống', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'sống']	[1, 3]
?	đã	đã	ADV	advmod	['đã', 'sống']	[2, 3]
?	nhiều	nhiều	ADJ	advmod:adj	['nhiều', 'sống']	[4, 3]
?	người lớn	người lớn	N	obl:with	['người lớn', 'sống']	[7, 3]
?	với	với	SCONJ	case	['với', 'người lớn']	[5, 7]
?	những	những	DET	det	['những', 'người lớn']	[6, 7]

?	gặp	gặp	VERB	root	['gặp', 'ROOT']	[4, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'gặp']	[1, 4]
?	cũng	cũng	ADV	advmod	['cũng', 'gặp']	[2, 4]
?	đã	đã	ADV	advmod	['đã', 'gặp']	[3, 4]
?	đời	đời	N	obl	['đời', 'gặp']	[6, 4]
?	trong	trong	ADV	case	['trong', 'đời']	[5, 6]
?	tôi	tôi	PROPN	compound:pron	['tôi', 'đời']	[7, 6]
?	con người	con người	N	obj	['con người', 'gặp']	[11, 4]
?	cả	cả	PROPN	det	['cả', 'con người']	[8, 11]
?	đống	đống	N	clf	['đống', 'cả']	[9, 8]
?	những	những	DET	det	['những', 'con người']	[10, 11]
?	nghiêm chỉnh	nghiêm chỉnh	ADJ	acl:subj	['nghiêm chỉnh', 'con người']	[12, 11]

?	ích lợi	ích lợi	N	root	['ích lợi', 'ROOT']	[5, 0]
?	cái	cái	N	nsubj	['cái', 'ích lợi']	[1, 5]
?	đó	đó	PROPN	det:pmod	['đó', 'cái']	[2, 1]
?	thật	thật	ADV	advmod	['thật', 'ích lợi']	[3, 5]
?	là	là	PRT	discourse	['là', 'ích lợi']	[4, 5]
?	bay	bay	VERB	parataxis	['bay', 'ích lợi']	[8, 5]
?	nếu như	nếu như	SCONJ	mark	['nếu như', 'bay']	[6, 8]
?	người ta	người ta	N	nsubj	['người ta', 'bay']	[7, 8]
?	lạc	lạc	VERB	xcomp	['lạc', 'bay']	[9, 8]
?	đường	đường	N	obl	['đường', 'lạc']	[10, 9]
?	đêm tối	đêm tối	N	obl:tmod	['đêm tối', 'bay']	[12, 8]
?	trong	trong	ADV	case	['trong', 'đêm tối']	[11, 12]

?	bay	bay	VERB	root	['bay', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'bay']	[1, 3]
?	đã	đã	ADV	advmod	['đã', 'bay']	[2, 3]
?	thế giới	thế giới	N	obl	['thế giới', 'bay']	[5, 3]
?	khắp	khắp	ADJ	advmod:adj	['khắp', 'thế giới']	[4, 5]
?	nơi	nơi	N	obl	['nơi', 'bay']	[7, 3]
?	mỗi	mỗi	DET	det	['mỗi', 'nơi']	[6, 7]
?	một tí	một tí	DET	nmod	['một tí', 'nơi']	[8, 7]

?	nói	nói	VERB	root	['nói', 'ROOT']	[2, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'nói']	[1, 2]
?	về	về	ADV	compound:svc	['về', 'nói']	[3, 2]
?	chơi	chơi	VERB	xcomp	['chơi', 'về']	[4, 3]
?	bài	bài	N	obj	['bài', 'chơi']	[5, 4]
?	chơi	chơi	VERB	conj	['chơi', 'chơi']	[7, 4]
?	gôn	gôn	N	obj	['gôn', 'chơi']	[8, 7]
?	chính trị	chính trị	N	conj	['chính trị', 'chơi']	[10, 4]
?	cravate	cravate	N	conj	['cravate', 'chơi']	[12, 4]
?	và	và	CONJ	cc	['và', 'cravate']	[11, 12]

?	nói	nói	VERB	root	['nói', 'ROOT']	[4, 0]
?	giọng	giọng	N	nsubj	['giọng', 'nói']	[2, 4]
?	cái	cái	N	det:clf	['cái', 'giọng']	[1, 2]
?	ấy	ấy	PROPN	det:pmod	['ấy', 'giọng']	[3, 2]

?	gì	gì	PROPN	root	['gì', 'ROOT']	[3, 0]
?	cái	cái	N	det:clf	['cái', 'gì']	[2, 3]

?	xin	xin	VERB	root	['xin', 'ROOT']	[2, 0]
?	vẽ	vẽ	VERB	xcomp	['vẽ', 'xin']	[3, 2]
?	hộ	hộ	VERB	xcomp	['hộ', 'vẽ']	[4, 3]
?	tôi	tôi	PROPN	iobj	['tôi', 'hộ']	[5, 4]
?	cừu	cừu	N	obj	['cừu', 'hộ']	[8, 4]
?	một	một	NUM	nummod	['một', 'cừu']	[6, 8]
?	con	con	N	clf	['con', 'một']	[7, 6]

?	dụi	dụi	VERB	root	['dụi', 'ROOT']	[2, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'dụi']	[1, 2]
?	mắt	mắt	N	obj	['mắt', 'dụi']	[3, 2]
?	kỹ	kỹ	ADJ	advmod:adj	['kỹ', 'dụi']	[5, 2]
?	thật	thật	ADV	advmod	['thật', 'kỹ']	[4, 5]

?	nhìn	nhìn	VERB	root	['nhìn', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'nhìn']	[1, 3]
?	đã	đã	ADV	advmod	['đã', 'nhìn']	[2, 3]
?	kỹ	kỹ	ADJ	advmod:adj	['kỹ', 'nhìn']	[5, 3]
?	thật	thật	ADV	advmod	['thật', 'kỹ']	[4, 5]

?	chọn	chọn	VERB	root	['chọn', 'ROOT']	[5, 0]
?	vậy	vậy	PRT	cc	['vậy', 'chọn']	[1, 5]
?	là	là	SCONJ	fixed	['là', 'vậy']	[2, 1]
?	tôi	tôi	PROPN	nsubj	['tôi', 'chọn']	[3, 5]
?	phải	phải	AUX	aux	['phải', 'chọn']	[4, 5]
?	nghề	nghề	N	obj	['nghề', 'chọn']	[6, 5]
?	khác	khác	ADJ	amod	['khác', 'nghề']	[7, 6]
?	học	học	VERB	parataxis	['học', 'chọn']	[11, 5]
?	và	và	CONJ	cc	['và', 'học']	[9, 11]
?	tôi	tôi	PROPN	nsubj	['tôi', 'học']	[10, 11]
?	lái	lái	VERB	xcomp	['lái', 'học']	[12, 11]
?	máy bay	máy bay	N	obj	['máy bay', 'lái']	[13, 12]

?	con người	con người	N	root	['con người', 'ROOT']	[4, 0]
?	ông	ông	N	nsubj:nn	['ông', 'con người']	[1, 4]
?	là	là	AUX	cop	['là', 'con người']	[2, 4]
?	một	một	NUM	nummod	['một', 'con người']	[3, 4]
?	nói	nói	VERB	acl:subj	['nói', 'con người']	[7, 4]
?	không	không	ADV	advmod:neg	['không', 'nói']	[5, 7]
?	chỉ	chỉ	ADV	advmod	['chỉ', 'nói']	[6, 7]
?	viết	viết	VERB	conj	['viết', 'nói']	[9, 7]
?	và	và	CONJ	cc	['và', 'viết']	[8, 9]
?	con người	con người	N	list	['con người', 'con người']	[12, 4]
?	một	một	NUM	nummod	['một', 'con người']	[11, 12]
?	tin tưởng	tin tưởng	VERB	acl:subj	['tin tưởng', 'con người']	[13, 12]
?	sống	sống	VERB	conj	['sống', 'tin tưởng']	[15, 13]
?	và	và	CONJ	cc	['và', 'sống']	[14, 15]
?	gì	gì	PROPN	obl	['gì', 'sống']	[18, 15]
?	như	như	SCONJ	case	['như', 'gì']	[16, 18]
?	những	những	DET	det	['những', 'gì']	[17, 18]
?	nói	nói	VERB	acl:relcl	['nói', 'gì']	[20, 18]
?	mình	mình	PROPN	nsubj	['mình', 'nói']	[19, 20]
?	viết	viết	VERB	conj	['viết', 'nói']	[22, 20]
?	và	và	CONJ	cc	['và', 'viết']	[21, 22]
?	chết	chết	VERB	conj	['chết', 'tin tưởng']	[24, 13]
?	thơ mộng	thơ mộng	ADJ	advmod:adj	['thơ mộng', 'chết']	[25, 24]
?	gì	gì	PROPN	obl	['gì', 'chết']	[28, 24]
?	như	như	SCONJ	case	['như', 'gì']	[26, 28]
