# ::id 1
# ::snt hoàng tử bé Saint-Exupéry ( Vĩnh Lạc dịch )
root	hoàng tử	hoàng tử	N	root	['hoàng tử', 'ROOT']	['1', '0']
:mod	đều	đều	ADV	advmod	['đều', 'thay đổi']	['6', '7']

# ::id 7
# ::snt hãy tự hỏi : con cừu đã có ăn hay không ăn đoá hoa ?
root	hỏi	hỏi	VERB	root	['hỏi', 'ROOT']	['3', '0']
:mod	hãy	hãy	ADV	advmod	['hãy', 'hỏi']	['1', '3']
*	tự	tự	PROPN	advmod	['tự', 'hỏi']	['2', '3']
:ARG0	ăn	ăn	VERB	parataxis	['ăn', 'hỏi']	['9', '3']
:ARG0-of	cừu	cừu	N	nsubj	['cừu', 'ăn']	['6', '9']
:classifier	con	con	N	det:clf	['con', 'cừu']	['5', '6']
:tense	đã	đã	ADV	advmod	['đã', 'ăn']	['7', '9']
:mod	có	có	ADV	advmod	['có', 'ăn']	['8', '9']
:?	ăn	ăn	VERB	conj	['ăn', 'ăn']	['12', '9']
:op1	hay	hay	CONJ	cc	['hay', 'ăn']	['10', '12']
:polarity	không	không	ADV	advmod:neg	['không', 'ăn']	['11', '12']
:ARG1	hoa	hoa	N	obj	['hoa', 'ăn']	['14', '9']
:classifier	đoá	đoá	N	det:clf	['đoá', 'hoa']	['13', '14']

# ::id 8
# ::snt và không một người lớn nào lại hiểu được chuyện ấy quan trọng đến nhường nào .
root	hiểu	hiểu	VERB	root	['hiểu', 'ROOT']	['7', '0']
*	và	và	CONJ	cc	['và', 'hiểu']	['1', '7']
:ARG0	người lớn	người lớn	N	nsubj	['người lớn', 'hiểu']	['4', '7']
*	một	một	NUM	nummod	['một', 'người lớn']	['3', '4']
:polarity	không	không	ADV	advmod:neg	['không', 'một']	['2', '3']
:mod	nào	nào	PROPN	det:pmod	['nào', 'người lớn']	['5', '4']
:mod	lại	lại	ADV	advmod	['lại', 'hiểu']	['6', '7']
*	được	được	ADV	advmod	['được', 'hiểu']	['8', '7']
:mod	quan trọng	quan trọng	ADJ	ccomp	['quan trọng', 'hiểu']	['11', '7']
:ARG0	chuyện	chuyện	N	nsubj	['chuyện', 'quan trọng']	['9', '11']
:mod	ấy	ấy	PROPN	det:pmod	['ấy', 'chuyện']	['10', '9']
:ARG2	nhường	nhường	N	obl	['nhường', 'quan trọng']	['13', '11']
:?	đến	đến	PRT	case	['đến', 'nhường']	['12', '13']
:?	nào	nào	PROPN	compound	['nào', 'nhường']	['14', '13']

# ::id 9
# ::snt hãy nhìn lên trời .
root	nhìn	nhìn	VERB	root	['nhìn', 'ROOT']	['2', '0']
:mod	hãy	hãy	ADV	advmod	['hãy', 'nhìn']	['1', '2']
:direction	lên	lên	VERB	compound:dir	['lên', 'nhìn']	['3', '2']
:ARG1	trời	trời	N	obj	['trời', 'nhìn']	['4', '2']

# ::id 10
# ::snt đó là một bí ẩn lớn lao .
root	bí ẩn	bí ẩn	ADJ	root	['bí ẩn', 'ROOT']	['4', '0']
:domain	đó	đó	N	nsubj	['đó', 'bí ẩn']	['1', '4']
*	là	là	AUX	cop	['là', 'bí ẩn']	['2', '4']
*	một	một	NUM	nummod	['một', 'bí ẩn']	['3', '4']
:?	lớn lao	lớn lao	ADJ	amod	['lớn lao', 'bí ẩn']	['5', '4']

# ::id 11
# ::snt thế là tôi vui sướng .
root	vui sướng	vui sướng	ADJ	root	['vui sướng', 'ROOT']	['3', '0']
*	thế là	thế là	SCONJ	cc	['thế là', 'vui sướng']	['1', '3']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'vui sướng']	['2', '3']

# ::id 12
# ::snt và tất cả các ngôi sao mỉm cười dịu dàng .
root	mỉm	mỉm	VERB	root	['mỉm', 'ROOT']	['6', '0']
*	và	và	CONJ	cc	['và', 'mỉm']	['1', '6']
:ARG0	sao	sao	N	nsubj	['sao', 'mỉm']	['5', '6']
*	tất cả	tất cả	DET	det	['tất cả', 'sao']	['2', '5']
*	các	các	DET	det	['các', 'sao']	['3', '5']
:classifier	ngôi	ngôi	N	clf	['ngôi', 'các']	['4', '3']
:part-of	cười	cười	VERB	compound:svc	['cười', 'mỉm']	['7', '6']
:mod	dịu dàng	dịu dàng	ADJ	advmod:adj	['dịu dàng', 'cười']	['8', '7']

# ::id 13
# ::snt thế là những cái chuông nhỏ đều biến thành nước mắt ! ...
root	biến	biến	VERB	root	['biến', 'ROOT']	['7', '0']
*	thế là	thế là	SCONJ	mark	['thế là', 'biến']	['1', '7']
:ARG0	chuông	chuông	N	nsubj	['chuông', 'biến']	['4', '7']
*	những	những	DET	det	['những', 'chuông']	['2', '4']
:classifier	cái	cái	N	clf	['cái', 'những']	['3', '2']
:mod	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'chuông']	['5', '4']
:mod	đều	đều	ADV	advmod	['đều', 'biến']	['6', '7']
:part-of	thành	thành	VERB	compound:svc	['thành', 'biến']	['8', '7']
:ARG1	nước mắt	nước mắt	N	obj	['nước mắt', 'thành']	['9', '8']

# ::id 14
# ::snt Có lẽ con cừu đã ăn mất đoá hoa chăng ... "
root	ăn	ăn	VERB	root	['ăn', 'ROOT']	['5', '0']
:mod	Có lẽ	có lẽ	ADV	advmod	['có lẽ', 'ăn']	['1', '5']
:ARG0	cừu	cừu	N	nsubj	['cừu', 'ăn']	['3', '5']
:classifier	con	con	N	det:clf	['con', 'cừu']	['2', '3']
:tense	đã	đã	ADV	advmod	['đã', 'ăn']	['4', '5']
:part-of	mất	mất	VERB	compound:svc	['mất', 'ăn']	['6', '5']
:ARG1	hoa	hoa	N	obj	['hoa', 'ăn']	['8', '5']
:classifier	đoá	đoá	N	det:clf	['đoá', 'hoa']	['7', '8']
:amr-unknow	chăng	chăng	ADV	advmod	['chăng', 'ăn']	['9', '5']

# ::id 15
# ::snt song trên hết , đây là một cuốn sách ca ngợi tình yêu và cái đẹp , niềm hy vọng lớn của con người .
root	sách	sách	N	root	['sách', 'ROOT']	['8', '0']
*	song	song	SCONJ	mark	['song', 'sách']	['1', '8']
:ARG2	trên hết	trên hết	N	obl	['trên hết', 'sách']	['2', '8']
:domain	đây	đây	PROPN	nsubj	['đây', 'sách']	['4', '8']
*	là	là	AUX	cop	['là', 'sách']	['5', '8']
*	một	một	NUM	nummod	['một', 'sách']	['6', '8']
:classifier	cuốn	cuốn	N	clf	['cuốn', 'một']	['7', '6']
:ARG1	ca ngợi	ca ngợi	VERB	acl:subj	['ca ngợi', 'sách']	['9', '8']
:ARG1	tình yêu	tình yêu	N	obj	['tình yêu', 'ca ngợi']	['10', '9']
:op1	cái	cái	N	conj	['cái', 'tình yêu']	['12', '10']
*	và	và	CONJ	cc	['và', 'cái']	['11', '12']
:mod	đẹp	đẹp	ADJ	compound:amod	['đẹp', 'cái']	['13', '12']
:mod	hy vọng	hy vọng	N	conj	['hy vọng', 'tình yêu']	['16', '10']
:classifier	niềm	niềm	N	det:clf	['niềm', 'hy vọng']	['15', '16']
:mod	lớn	lớn	ADJ	amod	['lớn', 'hy vọng']	['17', '16']
:poss	con người	con người	N	nmod:poss	['con người', 'hy vọng']	['19', '16']
*	của	của	ADV	case	['của', 'con người']	['18', '19']

# ::id 16
# ::snt nó vẽ một con trăn đang nuốt một con thú .
root	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	['2', '0']
*	nó	nó	PROPN	nsubj	['nó', 'vẽ']	['1', '2']
:topic	trăn	trăn	N	obj	['trăn', 'vẽ']	['5', '2']
*	một	một	NUM	nummod	['một', 'trăn']	['3', '5']
:classifier	con	con	N	clf	['con', 'một']	['4', '3']
:ARG0-of	nuốt	nuốt	VERB	acl:subj	['nuốt', 'trăn']	['7', '5']
:tense	đang	đang	ADV	advmod	['đang', 'nuốt']	['6', '7']
:ARG1	thú	thú	N	obj	['thú', 'nuốt']	['10', '7']
*	một	một	NUM	nummod	['một', 'thú']	['8', '10']
:classifier	con	con	N	clf	['con', 'một']	['9', '8']

# ::id 17
# ::snt sau đó nó không thể nhúc nhích được nữa và nó nằm ngủ sáu tháng liền trong khi chờ tiêu hoá .
root	nhúc nhích	nhúc nhích	VERB	root	['nhúc nhích', 'ROOT']	['5', '0']
:time	sau	sau	N	obl:tmod	['sau', 'nhúc nhích']	['1', '5']
:domain	đó	đó	PROPN	det:pmod	['đó', 'sau']	['2', '1']
*	nó	nó	PROPN	nsubj	['nó', 'nhúc nhích']	['3', '5']
:polarity	không thể	không thể	ADV	advmod:neg	['không thể', 'nhúc nhích']	['4', '5']
*	được	được	ADV	advmod	['được', 'nhúc nhích']	['6', '5']
:mod	nữa	nữa	ADV	advmod	['nữa', 'nhúc nhích']	['7', '5']
:ARG0-of	nằm	nằm	VERB	conj	['nằm', 'nhúc nhích']	['10', '5']
*	và	và	CONJ	cc	['và', 'nằm']	['8', '10']
*	nó	nó	PROPN	nsubj	['nó', 'nằm']	['9', '10']
:ARG0-of	ngủ	ngủ	VERB	xcomp	['ngủ', 'nằm']	['11', '10']
:unit	tháng	tháng	N	obl:tmod	['tháng', 'ngủ']	['13', '11']
:ord	sáu	sáu	NUM	nummod	['sáu', 'tháng']	['12', '13']
:mod	liền	liền	ADJ	amod	['liền', 'tháng']	['14', '13']
:duration	khi	khi	N	obl:tmod	['khi', 'nằm']	['16', '10']
:domain	trong	trong	ADV	case	['trong', 'khi']	['15', '16']
:ARG0-of	chờ	chờ	VERB	acl:subj	['chờ', 'khi']	['17', '16']
:ARG0-of	tiêu hoá	tiêu hoá	VERB	xcomp	['tiêu hoá', 'chờ']	['18', '17']

# ::id 18
# ::snt đây là cuốn truyện mà nhiều người cho rằng thơ mộng nhất đã từng được viết , không hẳn chỉ là cuốn truyện viết cho trẻ em .
root	truyện	truyện	N	root	['truyện', 'ROOT']	['4', '0']
:domain	đây	đây	PROPN	nsubj	['đây', 'truyện']	['1', '4']
*	là	là	AUX	cop	['là', 'truyện']	['2', '4']
:classifier	cuốn	cuốn	N	det:clf	['cuốn', 'truyện']	['3', '4']
*	cho	cho	VERB	ccomp	['cho', 'truyện']	['8', '4']
*	mà	mà	SCONJ	mark	['mà', 'cho']	['5', '8']
:ARG0	người	người	N	nsubj	['người', 'cho']	['7', '8']
:mod	nhiều	nhiều	ADJ	amod	['nhiều', 'người']	['6', '7']
:ARG1-of	viết	viết	VERB	ccomp	['viết', 'cho']	['15', '8']
:concession	rằng	rằng	SCONJ	mark	['rằng', 'viết']	['9', '15']
:mod	thơ mộng	thơ mộng	ADJ	obl:comp	['thơ mộng', 'viết']	['10', '15']
:mod	nhất	nhất	ADV	advmod	['nhất', 'thơ mộng']	['11', '10']
:tense	đã	đã	ADV	advmod	['đã', 'viết']	['12', '15']
*	được	được	AUX	aux:pass	['được', 'viết']	['14', '15']
:mod	từng	từng	ADV	advmod	['từng', 'được']	['13', '14']
:ARG0	truyện	truyện	N	advmod	['truyện', 'viết']	['22', '15']
:obligate	hẳn	hẳn	ADJ	advmod:adj	['hẳn', 'truyện']	['18', '22']
:polarity	không	không	ADV	advmod:neg	['không', 'hẳn']	['17', '18']
:mod	chỉ	chỉ	ADV	advmod	['chỉ', 'truyện']	['19', '22']
*	là	là	AUX	cop	['là', 'truyện']	['20', '22']
:ARG1	cuốn	cuốn	N	det:clf	['cuốn', 'truyện']	['21', '22']
:ARG0	viết	viết	VERB	acl:subj	['viết', 'truyện']	['23', '22']
:accompainer	trẻ em	trẻ em	N	obl:comp	['trẻ em', 'viết']	['25', '23']
*	cho	cho	ADV	case	['cho', 'trẻ em']	['24', '25']

# ::id 19
# ::snt nó vẽ một con trăn đang nằm chờ tiêu hoá một con voi .
root	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	['2', '0']
*	nó	nó	PROPN	nsubj	['nó', 'vẽ']	['1', '2']
:ARG0-of	nằm	nằm	VERB	ccomp	['nằm', 'vẽ']	['7', '2']
:ARG0	trăn	trăn	N	nsubj	['trăn', 'nằm']	['5', '7']
*	một	một	NUM	nummod	['một', 'trăn']	['3', '5']
:classifier	con	con	N	clf	['con', 'một']	['4', '3']
:tense	đang	đang	ADV	advmod	['đang', 'nằm']	['6', '7']
:ARG1-of	chờ	chờ	VERB	xcomp	['chờ', 'nằm']	['8', '7']
:ARG2-of	tiêu hoá	tiêu hoá	VERB	xcomp	['tiêu hoá', 'chờ']	['9', '8']
:ARG1	voi	voi	N	obj	['voi', 'tiêu hoá']	['12', '9']
*	một	một	NUM	nummod	['một', 'voi']	['10', '12']
:classifier	con	con	N	clf	['con', 'một']	['11', '10']

# ::id 20
# ::snt tôi đem khoe kiệt tác của mình với những người lớn và hỏi họ rằng nó có làm họ kinh hãi không .
root	đem	đem	VERB	root	['đem', 'ROOT']	['2', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'đem']	['1', '2']
:ARG0-of	khoe	khoe	VERB	xcomp	['khoe', 'đem']	['3', '2']
:ARG1	kiệt tác	kiệt tác	N	obj	['kiệt tác', 'khoe']	['4', '3']
:poss	mình	mình	PROPN	nmod:poss	['mình', 'kiệt tác']	['6', '4']
*	của	của	ADV	case	['của', 'mình']	['5', '6']
:accompainer	người lớn	người lớn	N	obl:with	['người lớn', 'khoe']	['9', '3']
:accompainer	với	với	SCONJ	case	['với', 'người lớn']	['7', '9']
*	những	những	DET	det	['những', 'người lớn']	['8', '9']
:ARG0-of	hỏi	hỏi	VERB	conj	['hỏi', 'đem']	['11', '2']
*	và	và	CONJ	cc	['và', 'hỏi']	['10', '11']
:ARG1	họ	họ	PROPN	obj	['họ', 'hỏi']	['12', '11']
:ARG0-of	làm	làm	VERB	parataxis	['làm', 'hỏi']	['16', '11']
:concession	rằng	rằng	SCONJ	mark	['rằng', 'làm']	['13', '16']
*	nó	nó	PROPN	nsubj	['nó', 'làm']	['14', '16']
:mod	có	có	ADV	advmod	['có', 'làm']	['15', '16']
:ARG1	họ	họ	PROPN	obj	['họ', 'làm']	['17', '16']
:ARG0-of	kinh hãi	kinh hãi	VERB	xcomp	['kinh hãi', 'làm']	['18', '16']
:polarity	không	không	ADV	advmod	['không', 'làm']	['19', '16']

# ::id 21
# ::snt sao lại phải sợ một cái mũ chứ ?
root	sợ	sợ	VERB	root	['sợ', 'ROOT']	['4', '0']
:mod	sao	sao	PROPN	det:pmod	['sao', 'sợ']	['1', '4']
:mod	lại	lại	ADV	advmod	['lại', 'sợ']	['2', '4']
:obligate	phải	phải	AUX	aux	['phải', 'sợ']	['3', '4']
:ARG1	mũ	mũ	N	obj	['mũ', 'sợ']	['7', '4']
*	một	một	NUM	nummod	['một', 'mũ']	['5', '7']
:classifier	cái	cái	N	clf	['cái', 'một']	['6', '5']
*	chứ	chứ	PRT	discourse	['chứ', 'sợ']	['8', '4']

# ::id 22
# ::snt thế là tôi phải vẽ phía trong của con trăn , để cho người lớn có thể hiểu .
root	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	['4', '0']
*	thế là	thế là	SCONJ	cc	['thế là', 'vẽ']	['1', '4']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'vẽ']	['2', '4']
:obligate	phải	phải	AUX	aux	['phải', 'vẽ']	['3', '4']
:domain	trong	trong	N	obl:comp	['trong', 'vẽ']	['6', '4']
:direction	phía	phía	ADV	case	['phía', 'trong']	['5', '6']
:poss	trăn	trăn	N	nmod:poss	['trăn', 'trong']	['9', '6']
*	của	của	ADV	case	['của', 'trăn']	['7', '9']
:classifier	con	con	N	det:clf	['con', 'trăn']	['8', '9']
:purpose	hiểu	hiểu	VERB	advcl:objective	['hiểu', 'vẽ']	['15', '4']
:purpose	để	để	ADV	mark:pcomp	['để', 'hiểu']	['11', '15']
*	cho	cho	SCONJ	compound	['cho', 'để']	['12', '11']
:ARG0	người lớn	người lớn	N	nsubj	['người lớn', 'hiểu']	['13', '15']
:possible	có thể	có thể	ADV	aux	['có thể', 'hiểu']	['14', '15']

# ::id 23
# ::snt người lớn lúc nào cũng cần phải có giải thích .
root	có	có	VERB	root	['có', 'ROOT']	['7', '0']
:ARG0	người lớn	người lớn	N	nsubj	['người lớn', 'có']	['1', '7']
:time	lúc	lúc	N	obl:tmod	['lúc', 'có']	['2', '7']
:mod	nào	nào	PROPN	det:pmod	['nào', 'lúc']	['3', '2']
:obligate	cần	cần	AUX	aux	['cần', 'có']	['5', '7']
:mod	cũng	cũng	ADV	advmod	['cũng', 'cần']	['4', '5']
:obligate	phải	phải	AUX	aux	['phải', 'có']	['6', '7']
:ARG0-of	giải thích	giải thích	VERB	xcomp	['giải thích', 'có']	['8', '7']

# ::id 24
# ::snt bức phác thảo thứ hai của tôi nó như thế này :
root	phác thảo	phác thảo	N	root	['phác thảo', 'ROOT']	['2', '0']
:classifier	bức	bức	N	det:clf	['bức', 'phác thảo']	['1', '2']
:ord	thứ	thứ	N	nmod	['thứ', 'phác thảo']	['3', '2']
:ord	hai	hai	NUM	nummod	['hai', 'thứ']	['4', '3']
:ARG0	tôi	tôi	PROPN	nmod:poss	['tôi', 'phác thảo']	['6', '2']
*	của	của	ADV	case	['của', 'tôi']	['5', '6']
*	nó	nó	PROPN	expl	['nó', 'phác thảo']	['7', '2']
:ARG2	thế	thế	PROPN	obl	['thế', 'phác thảo']	['9', '2']
:manner	như	như	SCONJ	case	['như', 'thế']	['8', '9']
:mod	này	này	PROPN	det:pmod	['này', 'thế']	['10', '9']

# ::id 25
# ::snt tôi bị thất vọng vì sự thất bại của bản thảo số một và số hai .
root	thất vọng	thất vọng	VERB	root	['thất vọng', 'ROOT']	['3', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'thất vọng']	['1', '3']
*	bị	bị	AUX	aux:pass	['bị', 'thất vọng']	['2', '3']
:ARG2	sự	sự	N	obl	['sự', 'thất vọng']	['5', '3']
:cause	vì	vì	ADV	case	['vì', 'sự']	['4', '5']
:?	thất bại	thất bại	VERB	acl:tonp	['thất bại', 'sự']	['6', '5']
:poss	bản thảo	bản thảo	N	nmod:poss	['bản thảo', 'thất bại']	['8', '6']
*	của	của	ADV	case	['của', 'bản thảo']	['7', '8']
:ord	số	số	N	nmod	['số', 'bản thảo']	['9', '8']
*	một	một	NUM	nummod	['một', 'số']	['10', '9']
:op1	số	số	N	conj	['số', 'bản thảo']	['12', '8']
*	và	và	CONJ	cc	['và', 'số']	['11', '12']
:ord	hai	hai	NUM	nummod	['hai', 'số']	['13', '12']

# ::id 26
# ::snt nhưng luôn luôn ông ta trả lời : " đấy là một cái mũ .
root	trả lời	trả lời	VERB	root	['trả lời', 'ROOT']	['5', '0']
:contrast	nhưng	nhưng	SCONJ	mark	['nhưng', 'trả lời']	['1', '5']
:mod	luôn luôn	luôn luôn	ADV	advmod	['luôn luôn', 'trả lời']	['2', '5']
:ARG0	ông	ông	N	nsubj	['ông', 'trả lời']	['3', '5']
:mod	ta	ta	PROPN	compound:pron	['ta', 'ông']	['4', '3']
:ARG0	mũ	mũ	N	parataxis	['mũ', 'trả lời']	['12', '5']
:ARG0-of	đấy	đấy	PROPN	nsubj	['đấy', 'mũ']	['8', '12']
*	là	là	AUX	cop	['là', 'mũ']	['9', '12']
*	một	một	NUM	det	['một', 'mũ']	['10', '12']
:classifier	cái	cái	N	clf	['cái', 'một']	['11', '10']

# ::id 27
# ::snt tôi đã nhìn thấy họ rất là gần .
root	nhìn	nhìn	VERB	root	['nhìn', 'ROOT']	['3', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'nhìn']	['1', '3']
:tense	đã	đã	ADV	advmod	['đã', 'nhìn']	['2', '3']
:part-of	thấy	thấy	VERB	compound:svc	['thấy', 'nhìn']	['4', '3']
:mod	gần	gần	ADJ	ccomp	['gần', 'nhìn']	['8', '3']
:ARG0	họ	họ	PROPN	nsubj	['họ', 'gần']	['5', '8']
:mod	rất	rất	ADV	advmod	['rất', 'gần']	['6', '8']
*	là	là	PRT	discourse	['là', 'rất']	['7', '6']

# ::id 28
# ::snt tôi đã sống nhiều với những người lớn .
root	sống	sống	VERB	root	['sống', 'ROOT']	['3', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'sống']	['1', '3']
:tense	đã	đã	ADV	advmod	['đã', 'sống']	['2', '3']
:mod	nhiều	nhiều	ADJ	advmod:adj	['nhiều', 'sống']	['4', '3']
:accompainer	người lớn	người lớn	N	obl:with	['người lớn', 'sống']	['7', '3']
:accompainer	với	với	SCONJ	case	['với', 'người lớn']	['5', '7']
*	những	những	DET	det	['những', 'người lớn']	['6', '7']

# ::id 29
# ::snt tôi cũng đã gặp trong đời tôi cả đống những con người nghiêm chỉnh .
root	gặp	gặp	VERB	root	['gặp', 'ROOT']	['4', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'gặp']	['1', '4']
:mod	cũng	cũng	ADV	advmod	['cũng', 'gặp']	['2', '4']
:tense	đã	đã	ADV	advmod	['đã', 'gặp']	['3', '4']
:domain	đời	đời	N	obl	['đời', 'gặp']	['6', '4']
:domain	trong	trong	ADV	case	['trong', 'đời']	['5', '6']
:ARG0	tôi	tôi	PROPN	compound:pron	['tôi', 'đời']	['7', '6']
*	con người	con người	N	obj	['con người', 'gặp']	['11', '4']
*	cả	cả	PROPN	det	['cả', 'con người']	['8', '11']
:classifier	đống	đống	N	clf	['đống', 'cả']	['9', '8']
*	những	những	DET	det	['những', 'con người']	['10', '11']
:mod	nghiêm chỉnh	nghiêm chỉnh	ADJ	acl:subj	['nghiêm chỉnh', 'con người']	['12', '11']

# ::id 30
# ::snt cái đó thật là ích lợi nếu như người ta bay lạc đường trong đêm tối .
root	ích lợi	ích lợi	N	root	['ích lợi', 'ROOT']	['5', '0']
:ARG0	cái	cái	N	nsubj	['cái', 'ích lợi']	['1', '5']
:domain	đó	đó	PROPN	det:pmod	['đó', 'cái']	['2', '1']
:mod	thật	thật	ADV	advmod	['thật', 'ích lợi']	['3', '5']
*	là	là	PRT	discourse	['là', 'ích lợi']	['4', '5']
:ARG0-of	bay	bay	VERB	parataxis	['bay', 'ích lợi']	['8', '5']
:concession	nếu như	nếu như	SCONJ	mark	['nếu như', 'bay']	['6', '8']
:ARG0-of	người ta	người ta	N	nsubj	['người ta', 'bay']	['7', '8']
:ARG0-of	lạc	lạc	VERB	xcomp	['lạc', 'bay']	['9', '8']
:ARG2	đường	đường	N	obl	['đường', 'lạc']	['10', '9']
:dayperiod	đêm tối	đêm tối	N	obl:tmod	['đêm tối', 'bay']	['12', '8']
:domain	trong	trong	ADV	case	['trong', 'đêm tối']	['11', '12']

# ::id 31
# ::snt tôi đã bay khắp thế giới mỗi nơi một tí .
root	bay	bay	VERB	root	['bay', 'ROOT']	['3', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'bay']	['1', '3']
:tense	đã	đã	ADV	advmod	['đã', 'bay']	['2', '3']
:ARG2	thế giới	thế giới	N	obl	['thế giới', 'bay']	['5', '3']
:mod	khắp	khắp	ADJ	advmod:adj	['khắp', 'thế giới']	['4', '5']
:ARG2	nơi	nơi	N	obl	['nơi', 'bay']	['7', '3']
*	mỗi	mỗi	DET	det	['mỗi', 'nơi']	['6', '7']
:?	một tí	một tí	DET	nmod	['một tí', 'nơi']	['8', '7']

# ::id 32
# ::snt tôi nói về chơi bài , chơi gôn , chính trị và cravate .
root	nói	nói	VERB	root	['nói', 'ROOT']	['2', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'nói']	['1', '2']
:domain	về	về	ADV	compound:svc	['về', 'nói']	['3', '2']
:ARG1	chơi	chơi	VERB	xcomp	['chơi', 'về']	['4', '3']
:ARG1	bài	bài	N	obj	['bài', 'chơi']	['5', '4']
:?	chơi	chơi	VERB	conj	['chơi', 'chơi']	['7', '4']
:ARG1	gôn	gôn	N	obj	['gôn', 'chơi']	['8', '7']
:?	chính trị	chính trị	N	conj	['chính trị', 'chơi']	['10', '4']
:op1	cravate	cravate	N	conj	['cravate', 'chơi']	['12', '4']
*	và	và	CONJ	cc	['và', 'cravate']	['11', '12']

